name,title,facility_name,place_supplement,category_names,event_date1,event_close_date1,event_date2,event_close_date2,event_date3,event_close_date3,event_date4,event_close_date4,event_date5,event_close_date5,event_date_supplement,body,event_uri,target,fee,nursery,capacity,advance_entry,advance_supplement,circle_name,sponsor_supplement,inquiry_email,inquiry_tel,inquiry_uri,memo,image_file_name,image_file_upload_path,image2_file_name,image2_file_upload_path,image3_file_name,image3_file_upload_path,append_file_name,append_file_upload_path,append2_file_name,append2_file_upload_path,append3_file_name,append3_file_upload_path,state
2021072600033 ,【下書き】浜松市フードパントリー緊急支援事業　子育て世代向け！食品配布会（佐鳴台協働センター）,,佐鳴台協働センター（中区佐鳴台二丁目）,その他,2021/9/12,,,,,,,,,,,"食料支援が必要な子育て世代に、食品をお渡しします。
ひとり親でも、ふたり親でもご利用頂けます。
密を避けるため、事前予約とし、細かく配布時間を区切らせていただきます。",https://www.city.hamamatsu.shizuoka.jp/kosodate/20210702.html,"浜松市在住で、ひとり親家庭など経済的事情により支援が必要な子育て家庭
※新型コロナウイルス感染症の影響を受けて就労環境が悪化するなど、経済的に困窮していれば、ふたり親家庭も利用できます。",無料,,,要,,,特定非営利活動法人浜松NPOネットワークセンター,,,,詳細待ち（7/26國井）,,,,,,,,,,,,,draft
2021073000214 ,和食文化の学びと体験,,クリエート浜松　4階　クッキングルーム,"学ぶ
作る",2021/9/12,,2021/9/26,,,,,,,,10：00～12：00,"■第1回　9月12日（日）
「味噌の健康効果、作り方を学び、自分の味噌を仕込む」　　　　　　　　　　　　　　　　　
だしのトップランナー！一番だしを学びましょう！プロが作る正式なお吸い物を食べる貴重な体
験を準備しました。この機会にお子さんにも体験させてください！

■第2回　9月26日（日）
「世界があこがれる和食、その基本となるだしについて学ぶ」
「実際にだしを引いてみる。だしを使った料理の紹介」
「日本列島と和食の関係についてのミニ知識」
「衝撃的な旨味の体験、プロが作ったお吸い物を食べてみる",https://www.city.hamamatsu.shizuoka.jp/documents/120234/20210912.pdf,"親子参加や中学生以上
※2回出席者優先
※講座等の参加者募集では、協働センターの地域にお住まいの方々を優先させていただくことがございます。","3,000円（2回分の材料費）
※1回のみの参加でも金額はかわりません。",,10名（抽選）,要,,,中部協働センター,,053-453-5234,https://www.city.hamamatsu.shizuoka.jp/c-machi/c-chubu/chubu.html,,,,,,,,,,,,,,recognize
2021071700024 ,ミズノポーツ塾,,"雄踏総合体育館（西区雄踏町宇布見9981-1）
",スポーツ,2021/9/18,,,,,,,,,,①9：00～10：00　②11：00～12：00,"走る・とぶ・投げるなどの基本動作を自然に身につけることができる用具　「ヘキサスロン」を用いての運動メニューと、「鉄棒」が上手になるコツをミズノのインストラクターが60分のプログラムでお教えします♪♪
",https://hamamatsu-sports.or.jp/classes/yuto-mizuno-juku/,"①年中～年長
②小学1～2年生

","お一人様1,500円
",,"①②とも先着30名
",要,,,雄踏総合体育館（浜松市スポーツ協会）,yuto@hamamatsu-sports.or.jp,053-597-3500,https://www.yuto-maisaka-sports.com/,イベントURL更新（7/31國井）,,,,,,,,,,,,,recognize
2021061100445 ,花のかんむりを作ろう,はままつフラワーパーク,花みどり館2階,作る,2021/9/18,,,,,,,,,,10：30～11：30,"園内で咲いている花を使って花のかんむりを作りませんか？
普段ではなかなかできない「生きた花」を使って作品がつくれます。

持ち物：ハサミ


◆新型コロナウイルス 感染拡大防止のため、 イベントが中止となる場合があります 。",https://e-flowerpark.com/news/event/4327/,,"300円
【入園料】大人500円（お買物券300円付）、中学生以下無料",,12人,要,8月18日（水）必着,はままつフラワーパーク,,,053-487-0511,https://e-flowerpark.com/,"ML依頼より（最近HPの更新がないイベントも多いためまとめて登録します。）
イベントURL入力（8/2國井）",,,,,,,,,,,,,recognize
2021070500144 ,敬老の日に寄せ植えを贈ろう,はままつフラワーパーク,見晴らしの丘休憩所,作る,2021/9/18,,,,,,,,,,13：30～14：30,"もうすぐ敬老の日。
おじいちゃん、おばあちゃんへ日頃の感謝を込めて、手作りの 寄せ植えを贈りませんか。

持ち物：軍手


◆新型コロナウイルス 感染拡大防止のため、 イベントが中止となる場合があります 。",https://e-flowerpark.com/news/event/4335/,,"1,000円
【入園料】大人500円（お買物券300円付）、中学生以下無料",,20組,要,9月11日（土）必着,はままつフラワーパーク,,,053-487-0511,https://e-flowerpark.com/,"ML依頼より
イベントURL入力（8/2國井）",,,,,,,,,,,,,recognize
2021072900096 ,スポーツ教室　ジュニアダンススポーツ教室（浜松アリーナ）,,浜松アリーナ スタジオ,スポーツ,2021/9/25,,,,,,,,,,9:00～10:25　11月13日までの土曜日（全7回）,"楽しいダンス運動をとおして、体力と音楽センスを養いましょう！

初歩的なステップから学びます
ダンス運動を通して音楽に合わせて身体を動かす楽しさを学びます
メレンゲ、ルンバ、チャチャチャ、ワルツ、タンゴの入門",https://hamamatsu-sports.or.jp/classes/dance-sports-junior/,小学生～高校生,"4,000円",,20名,要,,,浜松市スポーツ協会,,053-411-8686,https://hamamatsu-sports.or.jp/,,,,,,,,,,,,,,recognize
2021073000092 ,スポーツ教室　太極拳教室（入門、初級24式太極拳クラス）,,浜松アリーナ スタジオ （東区和田町808-1）,スポーツ,2021/9/25,,,,,,,,,,13:30～14:55　12月18日までの土曜日（全6回）,"健康増進！太極拳技能向上！
入門8式、初級8式と太極拳の基本を学びます。",https://hamamatsu-sports.or.jp/classes/taijiquan/,小学生～一般成人,"5,000円","
",20名,要,,,浜松アリーナ,,053-461-1111,https://hamamatsu-arena.jp/,,,,,,,,,,,,,,recognize
2021072900102 ,スポーツ教室　ジョギング教室,,佐鳴湖公園 西岸時計塔駐車場(ひょうたん池)集合,スポーツ,2021/9/26,,,,,,,,,,8:00～10:00　※雨天中止・小雨決行、当日6：00決定,"初心者への注意事項説明
準備体操
指導者と伴走実技(1km～10km)
指導者(ロードレース出場経験者)と記録走(3km、5km、10km)
整理体操
指導者のレース体験発表",https://hamamatsu-sports.or.jp/classes/jogging/,小学生～一般成人(年齢・経験不問),200円(年度初回のみ),,各コース30名,不要,当日、直接会場または集合場所にお集まりください,,浜松市民走ろう会,,090-5038-0225(忠),https://hamamatsu-sports.or.jp/,,,,,,,,,,,,,,recognize
2021073100051 ,スポーツ教室　アクティブチャレンジ,,浜松アリーナ 体力測定室、スタジオ,スポーツ,2021/9/27,,,,,,,,,,①16:00～17:00　②17:10～18:10　12月13日までの月曜日（全10回）,"いろいろな種目に挑戦しよう！

コーディネーショントレーニング",https://hamamatsu-sports.or.jp/classes/arena-active-challange/,①年少～年長児　　②小学生,"10,000円",,各クラス10名,要,,,浜松アリーナ,,053-461-1111,https://hamamatsu-arena.jp/,,,,,,,,,,,,,,recognize
2021073000207 ,はじめての人形劇,,佐鳴台協働センター　1階和室,"作る
文化芸術",2021/9/28,,,,,,,,,,10：00～11：30,"第1部：人形劇をみよう！
おたのしみ劇団ぱんだ、人形劇サークルかみふうせんによる公演

第2部：遊べる人形を作ろう！
浜松市人形劇協会のメンバーと簡単で楽しい人形をつくってみましょう。",https://www.city.hamamatsu.shizuoka.jp/c-sanarudai/r3/r3-8.html,"親子
※講座等の参加者募集では、協働センターの地域にお住まいの方々を優先させていただくことがございます。",無料,,15組,要,,,中区まちづくり推進課,,053-457-2779,https://www.city.hamamatsu.shizuoka.jp/c-sanarudai/sanarudai.html,"
",,,,,,,,,,,,,recognize
2021073100037 ,*ママゼミ*　知って得する♪所得控除,オンライン,リモート開催のため、ご自宅で参加可能です（Zoom）,学ぶ,2021/9/28,,,,,,,,,,10:00〜11:00,"知って得する♪所得控除

毎月の給与明細や源泉徴収票、内容を確認せずに捨てていませんか？所得控除の仕組みを知って、おトク＆損をしない生活設計を♪

講師：浜松いわた信用金庫職員",https://mamazemi.com/zemi/detail/330,,参加無料,なし 　親子で参加いただけます,30名,要,,,浜松いわた信用金庫,personal@hamamatsu-iwata-shinkin.jp,053-450-3310,https://mamazemi.com/,,,,,,,,,,,,,,recognize
2020092400081 ,【下書き保存10月】龍潭寺　紅葉まつり　寺宝展,,龍潭寺（北区引佐町井伊谷1989）,"自然
文化芸術",2021/10/1,,,,,,,,,,午前9時～午後4時30分,"国指定名勝龍潭寺庭園のモミジ、ドウダンツツジが美しく色づきます。
合わせて、貴重な文化財が展示されます。",,,【拝観料】大人500円、小中学生200円,,,不明,,,龍潭寺,,053-542-0480,http://www.ryotanji.com/index.html,,,,,,,,,,,,,,draft
2021072900119 ,スポーツ教室　合気道（真向法体操）教室（浜松市武道館10月クラス）,,浜松市武道館（中区西浅田2-3-1）,スポーツ,2021/10/1,,,,,,,,,,＜小・中学生＞19:00～20:00　＜高校生以上＞20:00～21:00　10月22日までの金曜日（全4回）,"病気にならない身体づくりと、身を護るための護身術を学びましょう！

1.手解法（相手に捉まれたときの逃げ方）
2.体捌法（相手に殴られたときの避け方）
3.受身法（転んだ場合に頭を打たない方法）
4.真向法体操（病気にならないための身体づくり）

運営・指導：浜松市合気道協会
",https://hamamatsu-sports.or.jp/classes/aikido/,小学生～一般成人,"3,000円（初回参加時現金払い）",,20名,要,,,浜松市スポーツ協会,,053-411-8686,https://hamamatsu-sports.or.jp/,,,,,,,,,,,,,,recognize
2021072900157 ,スポーツ教室　空手道教室（城北工高）,,浜松城北工業高等学校 武道館,スポーツ,2021/10/1,,,,,,,,,,19:30～20:30　11月26日までの水・金曜日（全8回）,"楽しく空手を学び、礼儀正しく、心身ともに強くなろう！

空手道の基礎の習得、基本形の習得、挨拶、礼法などを学ぶ",https://hamamatsu-sports.or.jp/classes/karate/,3歳～一般成人,"中学生以下2,000円
高校生以上3,000円
",,20名,要,,,浜松市スポーツ協会,,053-411-8686,https://hamamatsu-sports.or.jp/,,,,,,,,,,,,,,recognize
2021072800013 ,スポーツ教室　親子テニス教室（天竜庭球場）,,天竜庭球場,スポーツ,2021/10/2,,,,,,,,,,9:00～11:00　※雨天中止,テニスを通して健康増進と親子のコミュニケーションを図ろう！,https://hamamatsu-sports.or.jp/classes/tenryu-oyako-tennis/,"小学生以上の子と親
※親1名につき、子2名までお申し込みできます",親1人800円、子1人500円,,15組,要,,,天竜支部(船明ダム運動公園),,053-925-8061,https://hamamatsu-sports.or.jp/,,,,,,,,,,,,,,recognize
2021072900171 ,スポーツ教室　はじめての乗馬教室（10月クラス）,,HAS浜松乗馬クラブ （北区三方原町2691）,スポーツ,2021/10/2,,,,,,,,,,9:00～10:00　土曜日（全2回）,"馬と慣れ親しみながら、馬に対するかんたんな合図を学ぼう！

月ごとの開催となります。
各クラス全2回の内、初回日は決まっていますが、2回目は指導者と各自調整していただきます。

1回目 乗馬・下馬、馬の高さや振れに慣れる、馬への接し方、発進・停止・馬の誘導
2回目 馬の上でのバランス練習（馬とリズムをあわせる）

運営・指導：浜松市馬術協会",https://hamamatsu-sports.or.jp/classes/equestrian/,"小学生（乗馬未経験者）
※保護者同伴でご参加ください。","2,000円",,20名,要,,,浜松市スポーツ協会,,053-411-8686,https://hamamatsu-sports.or.jp/,,,,,,,,,,,,,,recognize
